ID,문장,유형,극성,시제,확실성,label
TRAIN_00248,정렬 스틱 위에 똑바른 퍼트에 집중하세요,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_14762,아마추어 골퍼들이 고민하는 모든 것이 해결될 것이라고 말씀해 주십니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_01658,바꾸려고 하시는 것 같네요,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_10830,지금 가장 빠르게 성장하는 지역 중 하나입니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_12406,올해 성적표 1순위로 2020년 메이저리그에 선발 등판하는 류현진33은 어떨까,대화형,미정,미래,불확실,대화형-미정-미래-불확실
TRAIN_00039,한쪽에 연인이 있으면 끊는 게 부끄러운 예절 아니야,대화형,긍정,미래,확실,대화형-긍정-미래-확실
TRAIN_03778,당신이 가르쳐준 기술과 사업관 가치관 때문에 이 지경에 이르렀습니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_08476,한국 시간으로 제 생일이었고 배우 조여정 씨로서 최고의 생일이었던 것 같습니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_14860,알아 하지만 불행히도 도둑이 관련된 경우가 있을 수 있어,대화형,긍정,과거,불확실,대화형-긍정-과거-불확실
TRAIN_10146,갈라게임에서 당신이 하는 역할은 무엇인가요,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_07929,서울과 수도권의 여러 지역 중 주목할 가치가 있는 곳은 무엇입니까,대화형,미정,현재,불확실,대화형-미정-현재-불확실
TRAIN_11779,저는 구의 관심보다는 국익을 생각하겠습니다,대화형,긍정,미래,확실,대화형-긍정-미래-확실
TRAIN_02032,그럴 리가 없는데 원격탐사와 보수적 혁신이 무슨 상관이야,대화형,긍정,현재,불확실,대화형-긍정-현재-불확실
TRAIN_05488,거의 11년 전입니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_06263,귀사의 사업을 보고 팁만 누르면 끝이라고 믿으셨나요,대화형,미정,과거,불확실,대화형-미정-과거-불확실
TRAIN_08747,초기 ICO와는 다릅니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_08614,임성재 씨도 방법이 있습니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_03944,더 나빠질 것으로 예상되지만 미국 주식만 예외라는 것은 놀라운 일입니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_03694,반도체 생산 과정에서 포토 공정에서 핵심적인 역할을 합니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_12889,시인은 사직동을 포기하고 집을 구한 곳이 어디였을까,대화형,긍정,과거,불확실,대화형-긍정-과거-불확실
TRAIN_01465,우리나라가 그런가요,대화형,긍정,과거,불확실,대화형-긍정-과거-불확실
TRAIN_09986,어쨌든 원하는 방향으로 공이 날아갈 수 있습니다,대화형,긍정,미래,불확실,대화형-긍정-미래-불확실
TRAIN_09810,이번에는 이 부분이 수정되길 바랍니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_04564,이제 이곳이 돼서 곳곳에서 사람들을 밀어내고 있는 인간디움이 어디 있을까,대화형,미정,현재,불확실,대화형-미정-현재-불확실
TRAIN_14767,세상은 선악으로 나뉩니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_13723,뭔가 될 수 있을 것 같다는 걸 확실히 해야 하지 않을까,대화형,긍정,미래,불확실,대화형-긍정-미래-불확실
TRAIN_10730,마틴 스코시가 그렇게 말했어요,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_09569,그 결과 생산 시스템 최적화와 효율성에 대한 고민이 많아서 말씀드렸습니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_04770,임성재 선수는 퍼팅할 때 원칙이 하나 있습니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_14926,먼 나라를 말하는 것과 같을 것입니다,대화형,긍정,현재,불확실,대화형-긍정-현재-불확실
TRAIN_07807,눈이 내리는 거야,대화형,긍정,현재,불확실,대화형-긍정-현재-불확실
TRAIN_07254,지금 올라갈 코인에 다시 투자하는 것이 좋습니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_09704,소수로 집중되어 있고 재고 수가 너무 적나요,대화형,긍정,현재,불확실,대화형-긍정-현재-불확실
TRAIN_10195,먼저 불필요한 마이너스 통장을 정리합시다,대화형,긍정,미래,확실,대화형-긍정-미래-확실
TRAIN_07693,아니요 그냥 오래된 공으로 하세요,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_10183,국가에 자발적으로 부를 바치는 것과 같지는 않습니다,대화형,부정,현재,확실,대화형-부정-현재-확실
TRAIN_04676,먼저 돌면서 손만 따라하면 된다고 생각하시면 됩니다,대화형,긍정,현재,불확실,대화형-긍정-현재-불확실
TRAIN_12896,한일 협력에서 우리가 직면한 문제들에 대한 해결책을 찾는 것은 어떨까,대화형,미정,미래,불확실,대화형-미정-미래-불확실
TRAIN_08122,그렇다면 조선 최고의 명가는 어디일까요,대화형,미정,현재,불확실,대화형-미정-현재-불확실
TRAIN_11057,팔꿈치는 땅을 향하고 있으며 몸통에서 많이 떨어지지 않습니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_12057,다시 물러나서 연습해야 한다고 해,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_01482,곧 왕십리 광장과 왕십리역에 비즈니스 타운을 조성하기 위해 이사할 계획입니다,대화형,미정,미래,불확실,대화형-미정-미래-불확실
TRAIN_10055,저희가 서둘러 추진한 것이 조금 아쉽긴 하지만 그래도 좋은 소식입니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_10359,들 수 없는 사람들을 위한 수면 솔루션을 제공하는 스타트업입니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_14331,이렇게 맛있는 난을 문제없이 팔지 못했습니다,대화형,부정,과거,확실,대화형-부정-과거-확실
TRAIN_01648,그런데 책 제목이 왜 저러냐,대화형,긍정,현재,불확실,대화형-긍정-현재-불확실
TRAIN_04159,평소 얇은 그립보다 두꺼운 그립으로 변경했습니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_15050,위에 있던 코인들 중에서 많이 오른 코인들을 보자,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_07532,만약 안된다면 비례대표 의석을 통해 전체 의석을 보장할 수 있습니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_16512,연간 대출 280억원 중 240억원에 해당하는 실물이 아직 남아 있는 거죠,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_07314,그들의 관할권은 모두 싱가포르에 있습니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_05911,가슴에 새긴 단어가 가장 개인적인 것 창의적인 것입니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_11675,일반 국민으로 무장한 일반 시민만큼 한국당에 절실히 필요한 인재가 있을까,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_15803,거기 골목 있어,대화형,미정,현재,불확실,대화형-미정-현재-불확실
TRAIN_06377,필수 장비가 되기 위한 필수 장비UV 노광 장비만을 독점 생산하는 회사입니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_13213,우리는 좋고 옳고 상대는 틀리고 악한 존재입니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_10069,2025년까지 이 장비를 통해 제품 생산을 시작할 계획입니다,대화형,긍정,미래,확실,대화형-긍정-미래-확실
TRAIN_08724,이를 통해 200원을 넘으면 강한 상승효과를 기대했습니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_13406,왜 그들은 국적을 보호하고 싶었습니까,대화형,긍정,과거,불확실,대화형-긍정-과거-불확실
TRAIN_09961,탑승도 어쩔 수 없는 선택이었습니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_09002,그런데 진짜 잘하지 마,대화형,부정,현재,확실,대화형-부정-현재-확실
TRAIN_05539,현금을 최대한으로 올린 것 같아서 원하지 않아요,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_15892,월이 없이 걸어서 편하게 눕는 게 가능한가요,대화형,부정,현재,확실,대화형-부정-현재-확실
TRAIN_10805,감염된 임산부는 임신 과정에 어떤 영향을 미치나요,대화형,미정,미래,불확실,대화형-미정-미래-불확실
TRAIN_05200,그 중 하나가 미국 주식시장만 오르는 이유라고 생각합니다,대화형,긍정,현재,불확실,대화형-긍정-현재-불확실
TRAIN_13132,불공정한 명령이라고 생각되더라도 저항해 보세요,대화형,긍정,미래,확실,대화형-긍정-미래-확실
TRAIN_01996,퇴사를 막을 수 있어 티켓의 가치가 같아집니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_02511,아 그럼 어떻게 아내의 붓처럼 방치할 수 있겠어요,대화형,부정,현재,불확실,대화형-부정-현재-불확실
TRAIN_12661,네가 편견이나 혼란을 일으켰다면 그건 내가 배우로서 부족했기 때문이야,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_15563,제품을 만드는 라이프 케어 솔루션 회사가 되는 것이 목표입니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_00284,10년 더 갔던 것 같아요,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_11946,이제 진지하게 질문에 대해 생각할 때가 된 것 같습니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_04403,99의 지분을 가진 1개의 추가 프로젝트가 있었습니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_00072,리카 1월 4일 잭 파벨 캐스팅이 변경되었습니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_02314,김민정은 그렇지 않은 사람이라 상상하기 어렵지만 첫 폭로가 나온 순간은 언제였을까,대화형,긍정,과거,불확실,대화형-긍정-과거-불확실
TRAIN_11457,4차 산업혁명 관련 기업들도 인기가 많아질 것입니다,대화형,긍정,미래,불확실,대화형-긍정-미래-불확실
TRAIN_09258,그 이유로 김경율 회계사를 비판한 적이 없다고 말했습니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_11525,제공된 실사 보고서에서 볼 수 있는 내용입니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_01223,그렇기 때문에 강력한 정책을 마련할 수밖에 없습니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_11942,저희 게임 회사에서 게임 아이템에 NFT를 넣겠다고만 합니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_05766,왜 세종시 아파트가 요동치는 걸까요,대화형,미정,현재,불확실,대화형-미정-현재-불확실
TRAIN_04877,촬영 현장이고 모든 장비가 고장 났습니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_07352,PC나 스마트폰이 속을 채우면 어떻게 되나요,대화형,미정,미래,불확실,대화형-미정-미래-불확실
TRAIN_11402,아르헨티나에서 온 프란치스코 교황이 무슨 일을 겪었나요,대화형,미정,과거,불확실,대화형-미정-과거-불확실
TRAIN_10400,상금 1위와 2위라는 놀라운 성적을 기록하고 있습니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_00364,좋은 스윙을 위한 기본입니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_12657,잘 팔면 아버지께 빚을 갚을 수 있습니다,대화형,긍정,현재,불확실,대화형-긍정-현재-불확실
TRAIN_12538,그래서 조선군은 나쁜 겁쟁이었나요,대화형,미정,과거,불확실,대화형-미정-과거-불확실
TRAIN_08177,한국 관객들 덕분에 제가 여기 서 있을 수 있었습니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_02736,그런데 이게 신경가소성의 영향인가요,대화형,미정,미래,불확실,대화형-미정-미래-불확실
TRAIN_04339,그렇다면 왜 이 도전은 한국에서 할 수 없는 것인가요,대화형,부정,현재,확실,대화형-부정-현재-확실
TRAIN_10330,워슬링은 제가 고용 연장을 꺼내서 하고 싶었던 말입니다,대화형,긍정,과거,불확실,대화형-긍정-과거-불확실
TRAIN_11473,큰 나무에 쓸모가 없다고 어떻게 말할 수 있습니까,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_02080,존재하지 않았던 모습까지 100퍼센트 이상의 캐릭터로 연기하고 있었습니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_08110,대신에 지방 국립대학에 더 많은 지원을 해봅시다,대화형,긍정,미래,확실,대화형-긍정-미래-확실
TRAIN_14604,지속 가능한 비즈니스 구조를 어떻게 만들까요,대화형,긍정,미래,불확실,대화형-긍정-미래-불확실
TRAIN_13005,국보 1호 숭례문 현판은 누가 썼을까요,대화형,미정,과거,불확실,대화형-미정-과거-불확실
TRAIN_01458,부부가 하는 작은 여행사입니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_15059,그런데 비워서 만든 공간은 사용이 가능하지 않을까요,대화형,긍정,미래,불확실,대화형-긍정-미래-불확실
TRAIN_10639,중독에 찌른 피를 생체적으로 섭취하세요,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_13004,자금조달이 된다면 모든 분들이 비슷한 고민과 혼란을 겪으실 것이라고 생각합니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_11090,유권자의 마음을 얻기 위해 움직인다면 얼마나 좋을까요,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_13342,승려들은 어디로 가나요,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_11027,NFT 표준을 숫자 ERC721로 적용한 첫 번째 게임입니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_04085,국내 유통 공룡들이 준비하는 생존 전략은 무엇일까,대화형,미정,현재,불확실,대화형-미정-현재-불확실
TRAIN_13311,드디어 한국판 양적완화가 시작됐습니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_09366,연동형 비례대표제는 어떤 제도인가요,대화형,긍정,현재,불확실,대화형-긍정-현재-불확실
TRAIN_09385,새로 개발된 코로나19 검사법이 있나요,대화형,미정,현재,불확실,대화형-미정-현재-불확실
TRAIN_08354,노력의 결과가 달콤했습니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_04682,바로 이 점이며 의료체계와 원격의료에 대한 논의가 진지하게 시작될 것입니다,대화형,긍정,미래,불확실,대화형-긍정-미래-불확실
TRAIN_12182,이미 바다에 올라간 사람 아니야,대화형,긍정,현재,불확실,대화형-긍정-현재-불확실
TRAIN_05048,게다가 이 바이러스는 아메바만 감염시켰습니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_13754,사람뿐만 아니라 동물도 자유롭게 이동할 수 있습니다,대화형,긍정,미래,확실,대화형-긍정-미래-확실
TRAIN_06177,소포가 그 자리에서 어떻게 작동하지 않는지 보여드리겠습니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_02204,바이러스를 만나려면 뒷얼음을 뚫어야 합니다,대화형,긍정,미래,확실,대화형-긍정-미래-확실
TRAIN_14572,소스가 되지 않도록 앞으로 제가 눈에 띄게 된 것 같습니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_01802,어떻게 꺼내야 하는지 확인할 수 있었다고 합니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_08145,저는 보통 쓰나미가 닥치기 전에 대피할 시간이 30분 정도 있습니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_09968,유튜브 채널에서 진행되는 코인상담센터에서 실시간으로 질문해 주시기 바랍니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_09154,저는 가장 앞선 기술을 더 빨리 얻었다고 평가했습니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_12738,보통 면역력이 있는 성인 치료제인가요,대화형,긍정,현재,불확실,대화형-긍정-현재-불확실
TRAIN_02440,지난 주 대부분의 코인이 상승했습니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_03275,하이프 기계의 전력은 얼마나 강력할까요,대화형,긍정,현재,불확실,대화형-긍정-현재-불확실
TRAIN_03783,EUV는 반도체의 밑그림을 그리는 장치입니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_16207,더 높고 더 많은 소수성 음성을 반영할 수 있습니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_09722,계속 진행하기에는 좋은 회사이지만 어떻게든 이 회사들을 구해야 합니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_06001,구간이었기 때문에 1000만원 내외로 조정될 수 있습니다,대화형,긍정,미래,불확실,대화형-긍정-미래-불확실
TRAIN_03277,코드 1부를 어떻게 볼 수 있습니까 왜 게임이 억제되나요,대화형,긍정,현재,불확실,대화형-긍정-현재-불확실
TRAIN_00294,굴리려면 임팩트 후 가속을 멈춰야 합니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_00706,이제 리더가 되는 6가지 뇌 사용 습관을 뇌 교육 관점에서 정리해보자,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_10273,마이센스는 의심의 연습이에요,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_07197,장타자 이소영의 비밀을 풀어봤습니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_11174,아무것도 아닌 이야기를 하는 걸 들을 수 있었어요,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_03531,오늘 독도에 대한 소유권을 주장할 수 있었나요,대화형,긍정,현재,불확실,대화형-긍정-현재-불확실
TRAIN_13913,A증권 사장님이 그렇게 말씀하셨습니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_16069,아 드디어 내 평생 소원이 이루어집니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_14952,특별 보고서를 확인하세요,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_12781,아내분이 안 했다고 해서 아내분을 비난하시나요,대화형,부정,과거,불확실,대화형-부정-과거-불확실
TRAIN_02804,그리고 살짝 때릴 때 임성재처럼 해봐,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_12678,그리고 충격 섹션에 포괄적인 체크 포인트가 있습니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_04830,그 좁은 곳에서 어떻게 지내요,대화형,긍정,현재,불확실,대화형-긍정-현재-불확실
TRAIN_02555,귀하께서 강한 압박을 받고 계셨음을 확인할 수 있었습니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_14142,한국에서 전이성 유방암 환자들의 건강하고 밝은 미소를 응원합니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_14139,다르게 사는 게 생각보다 행복해요,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_02509,잘못된 항목을 확인하고 합격자를 발표합시다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_14453,어떻게 인식하고 걸러야 하나요,대화형,긍정,미래,불확실,대화형-긍정-미래-불확실
TRAIN_14376,또한 쉽게 스윙을 마스터할 수 있는 자신만의 비법을 공개했습니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_07285,서로 정리되고 시비가 붙는 분위기가 부러워요,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_09989,새해 벽두에 제 화장실에 대해 이야기하게 되어 유감입니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_08757,그래서 자유가 자유로운 거죠,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_04940,우리 아버지 일이야,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_00741,코로나에 대해 기사를 쓸 필요가 없는 날이 올까요,대화형,미정,미래,불확실,대화형-미정-미래-불확실
TRAIN_13767,퍼팅 연습이 조금은 기분을 느끼게 해줄 거라고 설명해주네요,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_03971,아버님이 버텨주시는 거 보면 자랑스럽다고 생각하실 것 같아요,대화형,긍정,미래,불확실,대화형-긍정-미래-불확실
TRAIN_14523,이전 제품에 설치된 제품과 어떤 차이가 있나요,대화형,미정,현재,불확실,대화형-미정-현재-불확실
TRAIN_14505,윗머리를 잡고 혈관을 팽창시키고 맥박을 재촉하게 합니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_02134,신·구 식물원에 화사한 꽃 사진을 한 컷 넣었습니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_07498,동전이 있고 실제 권리 이전은 요원해 보입니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_02994,두 사람 사이의 공기는 어떻게 작동했나요,대화형,긍정,과거,불확실,대화형-긍정-과거-불확실
TRAIN_00986,그럼에도 불구하고 아직 대출 자금이 너무 많이 남아 있습니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_03903,지난 일주일간 암호화폐 동향을 살펴보겠습니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_04196,산에서 호환성을 피할 수 없나요,대화형,미정,미래,불확실,대화형-미정-미래-불확실
TRAIN_06655,어떻게 거리를 조절해야 할지 고민이 됩니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_11309,밤이면 북녘 밤하늘에 수많은 유성 별을 만날 수 있나요,대화형,미정,미래,확실,대화형-미정-미래-확실
TRAIN_04179,각 기업은 시대에 맞는 비상 계획을 세우기 바쁩니다,대화형,부정,현재,확실,대화형-부정-현재-확실
TRAIN_06050,지방 국립대 졸업생 의무채용 규모를 늘립시다,대화형,긍정,미래,확실,대화형-긍정-미래-확실
TRAIN_16058,아니요 보이지 않는 곳에 있었다고 말하고 싶습니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_05487,더 강하게 공을 치기 위해 욕심을 부리시나 봐요,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_06141,우리가 백인의 천사이기 이전에 우리도 인간입니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_06505,배는 속지 않을 거예요,대화형,부정,현재,확실,대화형-부정-현재-확실
TRAIN_00585,지난해 대전 집값이 급등하면서 세종시도 영향을 받기 시작했는데 어떻게 생각하시나요,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_10941,그럼 국회의원이라는 게 지역구 민원창구라는 뜻인가요,대화형,미정,현재,불확실,대화형-미정-현재-불확실
TRAIN_02759,어떻게 하면 혁신을 구축할 수 있는지에 달려 있습니다,대화형,긍정,미래,불확실,대화형-긍정-미래-불확실
TRAIN_10082,식탁을 차리고 곡물을 보관하는 집에 추천해 주세요,대화형,미정,미래,확실,대화형-미정-미래-확실
TRAIN_11472,혈액 방사선 조사는 무엇인가요,대화형,미정,현재,불확실,대화형-미정-현재-불확실
TRAIN_09833,한 달 안에 닳을 정도로 많은 시간을 투자했습니다,대화형,긍정,과거,불확실,대화형-긍정-과거-불확실
TRAIN_11471,그렇다고 해서 훌륭한 전시회가 없었다는 뜻은 아닙니다,대화형,부정,현재,확실,대화형-부정-현재-확실
TRAIN_08299,주변 이웃들에게 좀 더 친근하게 다가가서 어필하기 위해서입니다,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_13145,이유가 있어,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_10896,우리가 우리 몸보다 머리를 사용하도록 진화했다는 것을 위로해야 할까,대화형,긍정,현재,불확실,대화형-긍정-현재-불확실
TRAIN_16493,내 인생에서 조직이라는 단어를 영원히 남겨둬야 할까,대화형,긍정,현재,불확실,대화형-긍정-현재-불확실
TRAIN_12156,여러 개의 주식이 있는 프로젝트와 모든 주식이 있는 프로젝트는 27개입니다,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_02615,더 큰 공포에 빠뜨린 게 1929년 대공황 아니었나요,대화형,미정,과거,불확실,대화형-미정-과거-불확실
TRAIN_06022,대테러 작전인데 전쟁을 치르는 게 임박한 상황이었나요,대화형,미정,과거,불확실,대화형-미정-과거-불확실
